  0.000000000000000E+000   1.00000016549964       6.572514378765217E-002  0.954539805870241      -4.414101668122892E-005 -1.661600991567950E-006  1.474580940316692E-004  3.935964544133291E-003  3.851945083626089E-009  8.930516638556966E-006
  5.837720729812636E-002   1.00000064696170       6.576093203891355E-002  0.911182235376524      -4.272192724824679E-005 -2.714001665428986E-006  1.437659670970858E-004  3.590429535827675E-003  7.127466596999912E-009  3.412023540741155E-005
  0.116754414596253        1.00000366698892       6.579304775449754E-002  0.870011398706489      -4.142609300788048E-005 -3.668002738339035E-006  1.399593648559285E-004  3.276497908447161E-003  9.768089349320540E-008  7.324424653585737E-005
  0.174975968050079        1.00000891708689       6.582205665790286E-002  0.830815182676750      -4.020609293493030E-005 -4.550343794401776E-006  1.360910894185316E-004  2.990554661496161E-003  1.707720805908031E-007  1.242398074387439E-004
  0.233122962494132        1.00002162025222       6.584842873006577E-002  0.793499648890635      -3.914274628047973E-005 -5.307891191241214E-006  1.321248437170470E-004  2.730136181075734E-003  5.074506219419738E-007  1.855416352741921E-004
  0.291354006426167        1.00003907653962       6.589449330214214E-002  0.758279962500842      -3.881327356640408E-005 -6.917956077045714E-006  1.300332291161416E-004  2.496648515014733E-003  7.520097520011671E-007  2.555070944314888E-004
  0.349767825205053        1.00006931043209       6.591463899762841E-002  0.724440542679916      -3.799162661521194E-005 -7.346644467937655E-006  1.257102388074268E-004  2.280180620322087E-003  1.431719086835777E-006  3.327657665705207E-004
  0.408203901539801        1.00010588849007       6.593312374057768E-002  0.692051204634040      -3.722749656957531E-005 -7.707847569593475E-006  1.214259829195970E-004  2.082014557824350E-003  1.850266495580600E-006  4.161786166323949E-004
  0.466845948929702        1.00016085943342       6.595013004531969E-002  0.661141160013183      -3.665848793805320E-005 -7.932309267161405E-006  1.170732020309132E-004  1.901164531460435E-003  2.866504725681825E-006  5.049639083968739E-004
  0.525793510281093        1.00022227336714       6.598033333136998E-002  0.632663078842895      -3.686917892506327E-005 -8.697994640049795E-006  1.140138700863206E-004  1.742504833791503E-003  3.394080883195703E-006  5.974599333144769E-004
  0.584843953884266        1.00030711489839       6.599380997814225E-002  0.604533092640286      -3.653672537524874E-005 -8.687258337480050E-006  1.095331456980527E-004  1.591646295662886E-003  4.666174315285357E-006  6.934689577283283E-004
  0.644199152482963        1.00039797850385       6.600637781145127E-002  0.577663098244684      -3.621540278515232E-005 -8.694731576210861E-006  1.052239525454084E-004  1.453854858964523E-003  5.235296608634929E-006  7.917063506506423E-004
  0.703597882742510        1.00051900884708       6.601807883580259E-002  0.552179209113654      -3.613601597987159E-005 -8.636134327381266E-006  1.008733101745818E-004  1.328880304253693E-003  6.694899446250079E-006  8.915063948316112E-004
  0.763021030463095        1.00064630040798       6.603930965799826E-002  0.529620903401368      -3.686643769132506E-005 -8.965081244135327E-006  9.749971047481019E-005  1.223306504571115E-003  7.285892168766687E-006  9.919532120155402E-004
  0.822541770896877        1.00081206402866       6.604897669967516E-002  0.506432713208519      -3.702699382587737E-005 -8.883641940097870E-006  9.316446800349904E-005  1.118859849961377E-003  8.884360096173081E-006  1.093307306067428E-003
  0.882400746404844        1.00098670901809       6.605805526621174E-002  0.484263173088820      -3.714060476154991E-005 -8.886264785672225E-006  8.905104948514768E-005  1.023327051480507E-003  9.488439236551283E-006  1.194792561998661E-003
  0.942403029843701        1.00121070955399       6.606657855390162E-002  0.463170045600979      -3.755015995588485E-005 -8.888310175739396E-006  8.486296013008183E-005  9.363636843361160E-004  1.121393230629505E-005  1.296212612815782E-003
   1.00270076284356        1.00145163218877       6.608220718311987E-002  0.445505833026972      -3.873459426886327E-005 -9.254265516001482E-006  8.137220183965590E-005  8.667141157521801E-004  1.184899691023716E-005  1.397042483303323E-003
   1.06346876219503        1.00175475559826       6.608938133938014E-002  0.426176745487071      -3.933683907017536E-005 -9.367142358881662E-006  7.718846934882717E-005  7.933098927587629E-004  1.369839381681890E-005  1.497328543470041E-003
